year,section,characteristic,income_group,estimate_raw,estimate,flag
2011,Number of breakdowns that lasted 6 hours or more:,2,"$10,000 to $19,999",45,45.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,2,"$100,000 to $119,999",4,4.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,2,"$120,000 or more",23,23.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,2,"$20,000 to $29,999",21,21.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,2,"$30,000 to $39,999",15,15.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,2,"$40,000 to $49,999",8,8.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,2,"$50,000 to $59,999",10,10.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,2,"$60,000 to $79,999",28,28.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,2,"$80,000 to $99,999",11,11.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,2,"Less than $10,000",54,54.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,3,"$10,000 to $19,999",10,10.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,3,"$100,000 to $119,999",.,,blank_or_na
2011,Number of breakdowns that lasted 6 hours or more:,3,"$120,000 or more",.,,blank_or_na
2011,Number of breakdowns that lasted 6 hours or more:,3,"$20,000 to $29,999",3,3.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,3,"$30,000 to $39,999",13,13.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,3,"$40,000 to $49,999",7,7.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,3,"$50,000 to $59,999",10,10.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,3,"$60,000 to $79,999",2,2.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,3,"$80,000 to $99,999",3,3.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,3,"Less than $10,000",4,4.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,4 or more,"$10,000 to $19,999",33,33.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,4 or more,"$100,000 to $119,999",4,4.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,4 or more,"$120,000 or more",12,12.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,4 or more,"$20,000 to $29,999",21,21.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,4 or more,"$30,000 to $39,999",18,18.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,4 or more,"$40,000 to $49,999",15,15.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,4 or more,"$50,000 to $59,999",20,20.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,4 or more,"$60,000 to $79,999",29,29.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,4 or more,"$80,000 to $99,999",7,7.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,4 or more,"Less than $10,000",40,40.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Breakdowns not reported,"$10,000 to $19,999",116,116.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Breakdowns not reported,"$100,000 to $119,999",63,63.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Breakdowns not reported,"$120,000 or more",115,115.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Breakdowns not reported,"$20,000 to $29,999",152,152.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Breakdowns not reported,"$30,000 to $39,999",138,138.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Breakdowns not reported,"$40,000 to $49,999",94,94.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Breakdowns not reported,"$50,000 to $59,999",60,60.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Breakdowns not reported,"$60,000 to $79,999",145,145.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Breakdowns not reported,"$80,000 to $99,999",99,99.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Breakdowns not reported,"Less than $10,000",183,183.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Cost of heating,"$10,000 to $19,999",200,200.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Cost of heating,"$100,000 to $119,999",54,54.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Cost of heating,"$120,000 or more",122,122.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Cost of heating,"$20,000 to $29,999",132,132.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Cost of heating,"$30,000 to $39,999",121,121.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Cost of heating,"$40,000 to $49,999",101,101.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Cost of heating,"$50,000 to $59,999",69,69.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Cost of heating,"$60,000 to $79,999",99,99.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Cost of heating,"$80,000 to $99,999",55,55.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Cost of heating,"Less than $10,000",150,150.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Discomfort not reported,"$10,000 to $19,999",274,274.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Discomfort not reported,"$100,000 to $119,999",90,90.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Discomfort not reported,"$120,000 or more",200,200.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Discomfort not reported,"$20,000 to $29,999",312,312.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Discomfort not reported,"$30,000 to $39,999",226,226.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Discomfort not reported,"$40,000 to $49,999",198,198.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Discomfort not reported,"$50,000 to $59,999",132,132.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Discomfort not reported,"$60,000 to $79,999",251,251.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Discomfort not reported,"$80,000 to $99,999",170,170.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Discomfort not reported,"Less than $10,000",406,406.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"$10,000 to $19,999",249,249.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"$100,000 to $119,999",42,42.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"$120,000 or more",80,80.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"$20,000 to $29,999",144,144.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"$30,000 to $39,999",154,154.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"$40,000 to $49,999",154,154.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"$50,000 to $59,999",80,80.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"$60,000 to $79,999",116,116.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"$80,000 to $99,999",49,49.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"Less than $10,000",222,222.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"$10,000 to $19,999",186,186.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"$100,000 to $119,999",31,31.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"$120,000 or more",62,62.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"$20,000 to $29,999",242,242.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"$30,000 to $39,999",136,136.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"$40,000 to $49,999",115,115.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"$50,000 to $59,999",64,64.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"$60,000 to $79,999",117,117.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"$80,000 to $99,999",48,48.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"Less than $10,000",177,177.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,No breakdowns in last 3 months,"$10,000 to $19,999","2,081",2081.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,No breakdowns in last 3 months,"$100,000 to $119,999","1,428",1428.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,No breakdowns in last 3 months,"$120,000 or more","2,892",2892.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,No breakdowns in last 3 months,"$20,000 to $29,999","2,732",2732.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,No breakdowns in last 3 months,"$30,000 to $39,999","2,426",2426.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,No breakdowns in last 3 months,"$40,000 to $49,999","2,032",2032.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,No breakdowns in last 3 months,"$50,000 to $59,999","1,707",1707.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,No breakdowns in last 3 months,"$60,000 to $79,999","2,954",2954.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,No breakdowns in last 3 months,"$80,000 to $99,999","2,230",2230.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,No breakdowns in last 3 months,"Less than $10,000","1,584",1584.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,No breakdowns lasting 6 hours or more,"$10,000 to $19,999",8,8.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,No breakdowns lasting 6 hours or more,"$100,000 to $119,999",4,4.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,No breakdowns lasting 6 hours or more,"$120,000 or more",2,2.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,No breakdowns lasting 6 hours or more,"$20,000 to $29,999",9,9.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,No breakdowns lasting 6 hours or more,"$30,000 to $39,999",2,2.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,No breakdowns lasting 6 hours or more,"$40,000 to $49,999",3,3.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,No breakdowns lasting 6 hours or more,"$50,000 to $59,999",.,,blank_or_na
2011,Number of breakdowns that lasted 6 hours or more:,No breakdowns lasting 6 hours or more,"$60,000 to $79,999",2,2.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,No breakdowns lasting 6 hours or more,"$80,000 to $99,999",8,8.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,No breakdowns lasting 6 hours or more,"Less than $10,000",6,6.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Not reported,"$10,000 to $19,999",2,2.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Not reported,"$100,000 to $119,999",.,,blank_or_na
2011,Number of breakdowns that lasted 6 hours or more:,Not reported,"$120,000 or more",1,1.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Not reported,"$20,000 to $29,999",2,2.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Not reported,"$30,000 to $39,999",.,,blank_or_na
2011,Number of breakdowns that lasted 6 hours or more:,Not reported,"$40,000 to $49,999",.,,blank_or_na
2011,Number of breakdowns that lasted 6 hours or more:,Not reported,"$50,000 to $59,999",3,3.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Not reported,"$60,000 to $79,999",.,,blank_or_na
2011,Number of breakdowns that lasted 6 hours or more:,Not reported,"$80,000 to $99,999",3,3.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Not reported,"Less than $10,000",7,7.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Number of breakdowns not reported,"$10,000 to $19,999",4,4.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Number of breakdowns not reported,"$100,000 to $119,999",.,,blank_or_na
2011,Number of breakdowns that lasted 6 hours or more:,Number of breakdowns not reported,"$120,000 or more",4,4.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Number of breakdowns not reported,"$20,000 to $29,999",5,5.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Number of breakdowns not reported,"$30,000 to $39,999",.,,blank_or_na
2011,Number of breakdowns that lasted 6 hours or more:,Number of breakdowns not reported,"$40,000 to $49,999",.,,blank_or_na
2011,Number of breakdowns that lasted 6 hours or more:,Number of breakdowns not reported,"$50,000 to $59,999",1,1.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Number of breakdowns not reported,"$60,000 to $79,999",2,2.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Number of breakdowns not reported,"$80,000 to $99,999",.,,blank_or_na
2011,Number of breakdowns that lasted 6 hours or more:,Number of breakdowns not reported,"Less than $10,000",6,6.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Other,"$10,000 to $19,999",219,219.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Other,"$100,000 to $119,999",51,51.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Other,"$120,000 or more",151,151.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Other,"$20,000 to $29,999",205,205.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Other,"$30,000 to $39,999",178,178.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Other,"$40,000 to $49,999",105,105.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Other,"$50,000 to $59,999",126,126.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Other,"$60,000 to $79,999",164,164.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Other,"$80,000 to $99,999",103,103.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Other,"Less than $10,000",200,200.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Other causes,"$10,000 to $19,999",990,990.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Other causes,"$100,000 to $119,999",307,307.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Other causes,"$120,000 or more",723,723.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Other causes,"$20,000 to $29,999",864,864.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Other causes,"$30,000 to $39,999",784,784.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Other causes,"$40,000 to $49,999",571,571.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Other causes,"$50,000 to $59,999",497,497.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Other causes,"$60,000 to $79,999",713,713.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Other causes,"$80,000 to $99,999",437,437.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Other causes,"Less than $10,000",834,834.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Reason for discomfort not reported,"$10,000 to $19,999",4,4.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Reason for discomfort not reported,"$100,000 to $119,999",1,1.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Reason for discomfort not reported,"$120,000 or more",.,,blank_or_na
2011,Number of breakdowns that lasted 6 hours or more:,Reason for discomfort not reported,"$20,000 to $29,999",8,8.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Reason for discomfort not reported,"$30,000 to $39,999",2,2.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Reason for discomfort not reported,"$40,000 to $49,999",5,5.0,ok
2011,Number of breakdowns that lasted 6 hours or more:,Reason for discomfort not reported,"$50,000 to $59,999",8,8.0,ok
