year,section,characteristic,income_group,estimate_raw,estimate,flag,estimate_log
2011,Heating Problems,No breakdowns lasting 6 hours or more,"$60,000 to $79,999",10,10.0,ok,2.3978952727983707
2011,Heating Problems,No breakdowns lasting 6 hours or more,"$80,000 to $99,999",1,1.0,ok,0.6931471805599453
2011,Heating Problems,No breakdowns lasting 6 hours or more,"Less than $10,000",8,8.0,ok,2.1972245773362196
2011,Heating Problems,Not uncomfortably cold for 24 hours or more,"$10,000 to $19,999","9,657",9657.0,ok,9.175541866433488
2011,Heating Problems,Not uncomfortably cold for 24 hours or more,"$100,000 to $119,999","5,936",5936.0,ok,8.688959234270676
2011,Heating Problems,Not uncomfortably cold for 24 hours or more,"$120,000 or more","12,938",12938.0,ok,9.468001285315953
2011,Heating Problems,Not uncomfortably cold for 24 hours or more,"$20,000 to $29,999","11,230",11230.0,ok,9.326433090963036
2011,Heating Problems,Not uncomfortably cold for 24 hours or more,"$30,000 to $39,999","9,355",9355.0,ok,9.143773127704069
2011,Heating Problems,Not uncomfortably cold for 24 hours or more,"$40,000 to $49,999","8,219",8219.0,ok,9.014325488050225
2011,Heating Problems,Not uncomfortably cold for 24 hours or more,"$50,000 to $59,999","7,123",7123.0,ok,8.871224644409553
2011,Heating Problems,Not uncomfortably cold for 24 hours or more,"$60,000 to $79,999","11,853",11853.0,ok,9.380420642347783
2011,Heating Problems,Not uncomfortably cold for 24 hours or more,"$80,000 to $99,999","8,474",8474.0,ok,9.044875932248651
2011,Heating Problems,Not uncomfortably cold for 24 hours or more,"Less than $10,000","8,174",8174.0,ok,9.008835995765454
2011,Heating Problems,Uncomfortably cold for 24 hours or more,"$10,000 to $19,999","1,328",1328.0,ok,7.192182058713246
2011,Heating Problems,Uncomfortably cold for 24 hours or more,"$100,000 to $119,999",434,434.0,ok,6.075346031088684
2011,Heating Problems,Uncomfortably cold for 24 hours or more,"$120,000 or more",916,916.0,ok,6.821107472256465
2011,Heating Problems,Uncomfortably cold for 24 hours or more,"$20,000 to $29,999","1,246",1246.0,ok,7.1284959456800365
2011,Heating Problems,Uncomfortably cold for 24 hours or more,"$30,000 to $39,999","1,034",1034.0,ok,6.942156705699469
2011,Heating Problems,Uncomfortably cold for 24 hours or more,"$40,000 to $49,999",752,752.0,ok,6.6240652277998935
2011,Heating Problems,Uncomfortably cold for 24 hours or more,"$50,000 to $59,999",641,641.0,ok,6.464588303689961
2011,Heating Problems,Uncomfortably cold for 24 hours or more,"$60,000 to $79,999",966,966.0,ok,6.874198495453294
2011,Heating Problems,Uncomfortably cold for 24 hours or more,"$80,000 to $99,999",626,626.0,ok,6.440946540632921
2011,Heating Problems,Uncomfortably cold for 24 hours or more,"Less than $10,000","1,186",1186.0,ok,7.079184394609668
2011,Heating Problems,With heating equipment and occupied last winter,"$10,000 to $19,999","11,259",11259.0,ok,9.329011901693681
2011,Heating Problems,With heating equipment and occupied last winter,"$100,000 to $119,999","6,460",6460.0,ok,8.773539383558166
2011,Heating Problems,With heating equipment and occupied last winter,"$120,000 or more","14,055",14055.0,ok,9.550804629866933
2011,Heating Problems,With heating equipment and occupied last winter,"$20,000 to $29,999","12,787",12787.0,ok,9.456262510179732
2011,Heating Problems,With heating equipment and occupied last winter,"$30,000 to $39,999","10,615",10615.0,ok,9.270117576012044
2011,Heating Problems,With heating equipment and occupied last winter,"$40,000 to $49,999","9,170",9170.0,ok,9.123801610558944
2011,Heating Problems,With heating equipment and occupied last winter,"$50,000 to $59,999","7,896",7896.0,ok,8.97423821949758
2011,Heating Problems,With heating equipment and occupied last winter,"$60,000 to $79,999","13,070",13070.0,ok,9.478151314785551
2011,Heating Problems,With heating equipment and occupied last winter,"$80,000 to $99,999","9,269",9269.0,ok,9.1345386585599
2011,Heating Problems,With heating equipment and occupied last winter,"Less than $10,000","9,765",9765.0,ok,9.186662244621605
2011,Number of breakdowns that lasted 6 hours or more:,1,"$10,000 to $19,999",151,151.0,ok,5.0238805208462765
2011,Number of breakdowns that lasted 6 hours or more:,1,"$100,000 to $119,999",36,36.0,ok,3.6109179126442243
2011,Number of breakdowns that lasted 6 hours or more:,1,"$120,000 or more",78,78.0,ok,4.3694478524670215
2011,Number of breakdowns that lasted 6 hours or more:,1,"$20,000 to $29,999",137,137.0,ok,4.927253685157205
2011,Number of breakdowns that lasted 6 hours or more:,1,"$30,000 to $39,999",114,114.0,ok,4.74493212836325
2011,Number of breakdowns that lasted 6 hours or more:,1,"$40,000 to $49,999",80,80.0,ok,4.394449154672439
2011,Number of breakdowns that lasted 6 hours or more:,1,"$50,000 to $59,999",52,52.0,ok,3.970291913552122
2011,Number of breakdowns that lasted 6 hours or more:,1,"$60,000 to $79,999",98,98.0,ok,4.59511985013459
2011,Number of breakdowns that lasted 6 hours or more:,1,"$80,000 to $99,999",53,53.0,ok,3.9889840465642745
2011,Number of breakdowns that lasted 6 hours or more:,1,"Less than $10,000",192,192.0,ok,5.262690188904886
2011,Number of breakdowns that lasted 6 hours or more:,2,"$10,000 to $19,999",45,45.0,ok,3.828641396489095
2011,Number of breakdowns that lasted 6 hours or more:,2,"$100,000 to $119,999",4,4.0,ok,1.6094379124341003
2011,Number of breakdowns that lasted 6 hours or more:,2,"$120,000 or more",23,23.0,ok,3.1780538303479458
2011,Number of breakdowns that lasted 6 hours or more:,2,"$20,000 to $29,999",21,21.0,ok,3.091042453358316
2011,Number of breakdowns that lasted 6 hours or more:,2,"$30,000 to $39,999",15,15.0,ok,2.772588722239781
2011,Number of breakdowns that lasted 6 hours or more:,2,"$40,000 to $49,999",8,8.0,ok,2.1972245773362196
2011,Number of breakdowns that lasted 6 hours or more:,2,"$50,000 to $59,999",10,10.0,ok,2.3978952727983707
2011,Number of breakdowns that lasted 6 hours or more:,2,"$60,000 to $79,999",28,28.0,ok,3.367295829986474
2011,Number of breakdowns that lasted 6 hours or more:,2,"$80,000 to $99,999",11,11.0,ok,2.4849066497880004
2011,Number of breakdowns that lasted 6 hours or more:,2,"Less than $10,000",54,54.0,ok,4.007333185232471
2011,Number of breakdowns that lasted 6 hours or more:,3,"$10,000 to $19,999",10,10.0,ok,2.3978952727983707
2011,Number of breakdowns that lasted 6 hours or more:,3,"$100,000 to $119,999",.,,blank_or_na,
2011,Number of breakdowns that lasted 6 hours or more:,3,"$120,000 or more",.,,blank_or_na,
2011,Number of breakdowns that lasted 6 hours or more:,3,"$20,000 to $29,999",3,3.0,ok,1.3862943611198906
2011,Number of breakdowns that lasted 6 hours or more:,3,"$30,000 to $39,999",13,13.0,ok,2.639057329615259
2011,Number of breakdowns that lasted 6 hours or more:,3,"$40,000 to $49,999",7,7.0,ok,2.0794415416798357
2011,Number of breakdowns that lasted 6 hours or more:,3,"$50,000 to $59,999",10,10.0,ok,2.3978952727983707
2011,Number of breakdowns that lasted 6 hours or more:,3,"$60,000 to $79,999",2,2.0,ok,1.0986122886681096
2011,Number of breakdowns that lasted 6 hours or more:,3,"$80,000 to $99,999",3,3.0,ok,1.3862943611198906
2011,Number of breakdowns that lasted 6 hours or more:,3,"Less than $10,000",4,4.0,ok,1.6094379124341003
2011,Number of breakdowns that lasted 6 hours or more:,4 or more,"$10,000 to $19,999",33,33.0,ok,3.5263605246161616
2011,Number of breakdowns that lasted 6 hours or more:,4 or more,"$100,000 to $119,999",4,4.0,ok,1.6094379124341003
2011,Number of breakdowns that lasted 6 hours or more:,4 or more,"$120,000 or more",12,12.0,ok,2.5649493574615367
2011,Number of breakdowns that lasted 6 hours or more:,4 or more,"$20,000 to $29,999",21,21.0,ok,3.091042453358316
2011,Number of breakdowns that lasted 6 hours or more:,4 or more,"$30,000 to $39,999",18,18.0,ok,2.9444389791664403
2011,Number of breakdowns that lasted 6 hours or more:,4 or more,"$40,000 to $49,999",15,15.0,ok,2.772588722239781
2011,Number of breakdowns that lasted 6 hours or more:,4 or more,"$50,000 to $59,999",20,20.0,ok,3.044522437723423
2011,Number of breakdowns that lasted 6 hours or more:,4 or more,"$60,000 to $79,999",29,29.0,ok,3.4011973816621555
2011,Number of breakdowns that lasted 6 hours or more:,4 or more,"$80,000 to $99,999",7,7.0,ok,2.0794415416798357
2011,Number of breakdowns that lasted 6 hours or more:,4 or more,"Less than $10,000",40,40.0,ok,3.713572066704308
2011,Number of breakdowns that lasted 6 hours or more:,Breakdowns not reported,"$10,000 to $19,999",116,116.0,ok,4.762173934797756
2011,Number of breakdowns that lasted 6 hours or more:,Breakdowns not reported,"$100,000 to $119,999",63,63.0,ok,4.1588830833596715
2011,Number of breakdowns that lasted 6 hours or more:,Breakdowns not reported,"$120,000 or more",115,115.0,ok,4.7535901911063645
2011,Number of breakdowns that lasted 6 hours or more:,Breakdowns not reported,"$20,000 to $29,999",152,152.0,ok,5.030437921392435
2011,Number of breakdowns that lasted 6 hours or more:,Breakdowns not reported,"$30,000 to $39,999",138,138.0,ok,4.9344739331306915
2011,Number of breakdowns that lasted 6 hours or more:,Breakdowns not reported,"$40,000 to $49,999",94,94.0,ok,4.553876891600541
2011,Number of breakdowns that lasted 6 hours or more:,Breakdowns not reported,"$50,000 to $59,999",60,60.0,ok,4.110873864173311
2011,Number of breakdowns that lasted 6 hours or more:,Breakdowns not reported,"$60,000 to $79,999",145,145.0,ok,4.983606621708336
2011,Number of breakdowns that lasted 6 hours or more:,Breakdowns not reported,"$80,000 to $99,999",99,99.0,ok,4.605170185988092
2011,Number of breakdowns that lasted 6 hours or more:,Breakdowns not reported,"Less than $10,000",183,183.0,ok,5.214935757608986
2011,Number of breakdowns that lasted 6 hours or more:,Cost of heating,"$10,000 to $19,999",200,200.0,ok,5.303304908059076
2011,Number of breakdowns that lasted 6 hours or more:,Cost of heating,"$100,000 to $119,999",54,54.0,ok,4.007333185232471
2011,Number of breakdowns that lasted 6 hours or more:,Cost of heating,"$120,000 or more",122,122.0,ok,4.812184355372417
2011,Number of breakdowns that lasted 6 hours or more:,Cost of heating,"$20,000 to $29,999",132,132.0,ok,4.890349128221754
2011,Number of breakdowns that lasted 6 hours or more:,Cost of heating,"$30,000 to $39,999",121,121.0,ok,4.804021044733257
2011,Number of breakdowns that lasted 6 hours or more:,Cost of heating,"$40,000 to $49,999",101,101.0,ok,4.624972813284271
2011,Number of breakdowns that lasted 6 hours or more:,Cost of heating,"$50,000 to $59,999",69,69.0,ok,4.248495242049359
2011,Number of breakdowns that lasted 6 hours or more:,Cost of heating,"$60,000 to $79,999",99,99.0,ok,4.605170185988092
2011,Number of breakdowns that lasted 6 hours or more:,Cost of heating,"$80,000 to $99,999",55,55.0,ok,4.02535169073515
2011,Number of breakdowns that lasted 6 hours or more:,Cost of heating,"Less than $10,000",150,150.0,ok,5.017279836814924
2011,Number of breakdowns that lasted 6 hours or more:,Discomfort not reported,"$10,000 to $19,999",274,274.0,ok,5.616771097666572
2011,Number of breakdowns that lasted 6 hours or more:,Discomfort not reported,"$100,000 to $119,999",90,90.0,ok,4.51085950651685
2011,Number of breakdowns that lasted 6 hours or more:,Discomfort not reported,"$120,000 or more",200,200.0,ok,5.303304908059076
2011,Number of breakdowns that lasted 6 hours or more:,Discomfort not reported,"$20,000 to $29,999",312,312.0,ok,5.746203190540153
2011,Number of breakdowns that lasted 6 hours or more:,Discomfort not reported,"$30,000 to $39,999",226,226.0,ok,5.424950017481403
2011,Number of breakdowns that lasted 6 hours or more:,Discomfort not reported,"$40,000 to $49,999",198,198.0,ok,5.293304824724492
2011,Number of breakdowns that lasted 6 hours or more:,Discomfort not reported,"$50,000 to $59,999",132,132.0,ok,4.890349128221754
2011,Number of breakdowns that lasted 6 hours or more:,Discomfort not reported,"$60,000 to $79,999",251,251.0,ok,5.529429087511423
2011,Number of breakdowns that lasted 6 hours or more:,Discomfort not reported,"$80,000 to $99,999",170,170.0,ok,5.14166355650266
2011,Number of breakdowns that lasted 6 hours or more:,Discomfort not reported,"Less than $10,000",406,406.0,ok,6.008813185442595
2011,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"$10,000 to $19,999",249,249.0,ok,5.521460917862246
2011,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"$100,000 to $119,999",42,42.0,ok,3.7612001156935624
2011,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"$120,000 or more",80,80.0,ok,4.394449154672439
2011,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"$20,000 to $29,999",144,144.0,ok,4.976733742420574
2011,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"$30,000 to $39,999",154,154.0,ok,5.043425116919247
2011,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"$40,000 to $49,999",154,154.0,ok,5.043425116919247
2011,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"$50,000 to $59,999",80,80.0,ok,4.394449154672439
2011,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"$60,000 to $79,999",116,116.0,ok,4.762173934797756
2011,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"$80,000 to $99,999",49,49.0,ok,3.912023005428146
2011,Number of breakdowns that lasted 6 hours or more:,Inadequate heating capacity,"Less than $10,000",222,222.0,ok,5.407171771460119
2011,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"$10,000 to $19,999",186,186.0,ok,5.231108616854587
2011,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"$100,000 to $119,999",31,31.0,ok,3.4657359027997265
2011,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"$120,000 or more",62,62.0,ok,4.143134726391533
2011,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"$20,000 to $29,999",242,242.0,ok,5.493061443340548
2011,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"$30,000 to $39,999",136,136.0,ok,4.919980925828125
2011,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"$40,000 to $49,999",115,115.0,ok,4.7535901911063645
2011,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"$50,000 to $59,999",64,64.0,ok,4.174387269895637
2011,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"$60,000 to $79,999",117,117.0,ok,4.770684624465665
2011,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"$80,000 to $99,999",48,48.0,ok,3.8918202981106265
2011,Number of breakdowns that lasted 6 hours or more:,Inadequate insulation,"Less than $10,000",177,177.0,ok,5.181783550292085
2011,Number of breakdowns that lasted 6 hours or more:,No breakdowns in last 3 months,"$10,000 to $19,999","2,081",2081.0,ok,7.641084249174914
2011,Number of breakdowns that lasted 6 hours or more:,No breakdowns in last 3 months,"$100,000 to $119,999","1,428",1428.0,ok,7.264730177929867
2011,Number of breakdowns that lasted 6 hours or more:,No breakdowns in last 3 months,"$120,000 or more","2,892",2892.0,ok,7.970049304976135
2011,Number of breakdowns that lasted 6 hours or more:,No breakdowns in last 3 months,"$20,000 to $29,999","2,732",2732.0,ok,7.913155185928068
2011,Number of breakdowns that lasted 6 hours or more:,No breakdowns in last 3 months,"$30,000 to $39,999","2,426",2426.0,ok,7.794411205726601
2011,Number of breakdowns that lasted 6 hours or more:,No breakdowns in last 3 months,"$40,000 to $49,999","2,032",2032.0,ok,7.617267813628347
